en,ja
"And I have the greatest respect for him, but...",彼に対しては 最高の尊敬を抱いていますが...
Highlight of your career.,今が一番重要な時だよな？
Hmm.,うーん
"From this day, you'll be my new fool.",貴殿はこの日から余の道化だ
What is this? !,何だ！
Such a clever girl.,何と賢い女の人だ。
"Come on, we gotta track down Melissa Wincroft.",追い詰めるべきは メリッサ・ウィンクロフトだ
That's my girl.,それでこそ 俺の孫娘だ。
And I realized that I wanted something different.,そして何か違うことがしたい わかったの
That one's on me.,ちょっとは台無しにしたかも。
You look ill.,君は具合が悪そうだ クィーグ
Save Location:,保存場所:
Yeah?,はい？
So how do you propose we do this? Simple.,分かったけど・・ どうすればいい？
Couldn't keep her mouth shut.,彼女は言うことを 聞いていたし
The committee has ten members.,その会議は１０人のメンバーからなる。
Y'all should try Kiawah instead.,カイワー・アイランドのほうが良いのに
"Don't, you die again, this time for good right here in a body bag.",しないと君は再度死ぬ 今度は永久に ここにある死体袋に入って
This is our plan. You're suppose to work for me.,お前は俺の部下って設定だ 違うか？
- Have you slept?,- 眠った？
Bye.,（関口） じゃあねー
"The colony is well under-weight, I was off on the flow.",だいぶ痩せてきてる 仕方ないさ
ALEX:,いや
I can get back to disco.,ディスコは出来るぞ
"Now, Lex. Listen.",レックス
"Well, most fantasies are flights of fancy.",大抵の妄想は空想の飛躍で
It's what this place is all about.,それこそがこの診療所の目的です
Can I talk to you?,私があなたにお話しできますか。
"Hey, where you going? Come back here.",どこへ行く？
"No, no, no.",いや、いや、いや。
I can't come back.,私も戻れない
People want more money to expand educational institutions.,教育施設を拡充する金をもっと多くと望んでいる。
I got football-- Doc Dugan jersey?,ドクのジャージ　いらないか？
All right?,クィン 早く帰ろう
You okay?,大丈夫?
"Shit, man. Look.",くそっ　いいか
- Just sit down!,- じっとしてて
-She had a lot to say?,いろいろ言われた？
"And you thought like a severed dick was hot dog, right? That's too fucking funny.","""あそこ""でやったらホットドッグだよな 面白いぜ"
We did this to you.,俺たちが今はボスだ。
"And sometimes, if you want to do it four times...",４回ぐらいしなきゃ　だめだ
Give me that crow bar. Lam going to break a chunk off this bitch.,そのバールをよこせ バラしてやる
That is the way of things... the way of the Force.,それが物の道理... フォースの道じゃ
How is your novel coming along?,小説のほうは どうなんですか？
"Hey, kid. What do you think you're doing?",ねえ 何をしてるの？
They created the Taliban... and now they say they will help the Americans in destroying the Taliban.,そして　今　アメリカはタリバーンの 壊滅を支援すると言う うそつきめ...
These bones are quite porous.,骨は非常に多孔質で
What?,何？
We're going to get you to the hospital.,病院に連れて行く
I don't know. It's just crazy withdrawal talk.,禁断症状のせL丶よ
All right.,そうか
- That was good.,- やったね
And why are you telling me this?,なぜそんな話を私に？
They do not know that you were recovered alive from the accident.,彼らは君が事故から 生還したことを知らなかった
I take for granted that my answer is correct.,私は当然私の解答が正しいと思っている。
As a matter of fact.,実を言うと　そう
They fought against the enemy.,彼らは敵と戦った。
I'm here to see Marcus about the shuttle crash.,シャトル撃墜の件で マーカス氏に
of July,7月
"How far, how far, is that which you are promised.",そんな約束はまったくあり得ません。
We didn't want you to be that... thing.,"我々は君がただの""物""にならない様にと思い。"
I'm gonna teach you to hate spending money.,金が嫌いになる事を 教えてやる
"Thing is, it isn't a line, so, please... hear me when I say this.",［これは・・・セリフじゃない］ ［だから・・・］ ［僕の言葉を聞いて欲しい］
It is still immoral.,それは反道徳的だ。
"Hey, I found some water.",水があったわ
Fucking get in there. Fuck off!,こっちに来い！
- Director Fury himself.,- フューリー長官からの勅命よ。
What is your role with them? Role?,でも非難するなら シラフで
I just wanted to see if I could hurt her.,偽のプロフィールを作ったのか 彼女の心を傷つけることが出来るかどうか ただ確かめたかったの
Klein.,クライン
I can't believe I'm here.,信じられないわ
- My name is Ramey.,- 私の名はレミー
"You were disoriented, and speaking to Jaye seemed to be helping.",必要ないと思い あなたは混乱していた ジャヤを助けているように 見えました
I did.,私よ
"He said: assuredlY ye, ye and your fathers, have been in error manifest.",かれは言った。「あなたがたとあなたがたの祖先は，明らかに誤っていたのである。」
Oxford's not Brogue's?,"""オックスフォードに 飾りはいらない"""
Don't need it.,（徹） いらねえよ
- I'm gonna take a shower.,シャワーを
"And (as for) those who disbelieve, for them is destruction and He has made their deeds ineffective.",また信仰なき者には滅亡（があるだけ）で，その行いを迷わせられる。
"""C, L, M.""","""Ｃ Ｌ Ｍ"""
I can't eat any more.,無理よ　もう...
It depends on the level of encryption they've used.,分からん 暗号次第だ
This is not a drill.,「これは 訓練ではない」
These boxes are fragile.,これらのダンボールは壊れ易い。
-Good evening. -Good evening.,（ﾄﾘﾝﾄﾞﾙ）こんばんは （一同）こんばんは
That your grandfather was killed.,お祖父様が殺されて
– Lots of gals where you from named Broomhilda?,ドイツじゃ多い名前？
He comes from peasant stock.,彼は農民の家系だ
"Yeah, I really don't see how I can be of any help.",ええ、私は実際に表示されない どのように私は助けになることができます。
Eric played a sweet tune on the piano.,エリックはピアノで甘い曲を弾いた。
I'm having some... difficulties.,多少てこずっている
We don't need these.,これは　いらない
You think he was telling the truth?,話を信じるか？
Fit to & Selection,選択領域に合わせる(S)
You get to walk out of the woods.,森を抜けろ
"Well, it's nothing new for you, Oliver.",今に始まった事じゃないわ　オリバー
please.,ルーシー　追加だ
Unknown error. Code %1,未知のエラー。コード %1
But I can't wear them.,でも付けられない
Thrust this into another man's flesh... and they will applaud and love you for that.,相手に剣を刺せ 喝采を浴びる
Please replace the empty ink jet cartridge in the printer.,プリンターの空のインクを取り替えて下さい。
I swear.,私は誓います。
What about yours?,あなたの事なのよ
"Well, this is your business. I don't wanna play games with you.",関係ないわね あなたの問題
This is not a good time.,今それ必要な事?
- Third...,- 三つ目は...
Please drop it in the mail if it's not out of your way.,もし遠回りでなければポストに入れてください。
