en,ja
"Elaine! Ryan, right between the garbage can and that tree right there.",イレイン！ ライアン
There's a river.,川がある
I'll also give you 20 of my household guard till the crowds have left.,我が家の護衛兵からも 20名を手配しよう この騒ぎが終わるまで
"Police found her car over on 17th Street, smashed to shit.",警察が彼女のクルマを発見 事故で潰れてる
"He was right, and so are we.",彼は正しかった 我々もです
"So, ah, what's your handicap, Vincent?",それでハンディは？
Four...,４.
It's Caldwell. I'm at location 1.,コールドウェルです ロケーション１に着きました
Fair enough.,言う通りだ
Someone's interested.,―買い手がついた
Like the talent to write something that counts.,良い作品を書く能力とか
And allow her to wither away in a mediocre and forgettable life?,平凡な記憶に残らない人生
You have the power to do this.,あなたにはこれを行う力がある
"These ray guns gonna work, Van Patten?",この兵器は 役に立つのか？
But thank you...,大丈夫よ...
'cause I think I look good.,'素敵だと思うけど
"I've known you many years, Theon Greyjoy.",私はお前を何年も見てきた　シオン・グレイジョイよ
"I took it, OK?",俺が盗った いいか?
You are such a lightweight.,だらしないわね
You son of a bitch. You murdered him.,よくもあいつを！
I've just finished...,終わつブこところよ
I take it you're from Urkesh.,- ウルケシュ出身だね
Right?,本当？
But ellen said all of the assistants had alibis.,アリバイがあるはずよ
"In order to make it easy for you, we have provided a simple script called startkde which gets installed in $KDEDIR / bin and is therefore in your path.",この作業を簡単にできるようにするため、パスの通った $KDEDIR/bin内に startkdeというスクリプトがインストールされています。
"Michael, you shouldn't worry, he's helping us.",マイケル　心配しないで 助けてくれているのよ
- What are you doing?,- 何してる?
"Sir, I urge you not to leave this room. - Excuse me.",部屋を出ないで下さい
"Seanie, you're good. You're good.",ショーニー よくやった
This machine produces electricity for our daily use.,この機械は我々が日常使う電気を生み出している。
Traveling...,旅行　え？
"I like Bonnie, she seems like a good friend.",ボニーは好きだ 良い友人に思えるが？
Thunderdrum. This reclusive dragon inhabits sea caves and dark tide pools.,"""サンダードラム　このドラゴンは 海の洞窟と暗い潮溜まりに隠れ住む"""
When do you expect him back?,彼は何時に戻りますか。
How many times have you tried to get out?,すごい 何回逃亡を試みたの？
Found him. He's in the field.,彼を見つけた 外出している
Is under my command.,私の指揮下よ
I'm a rep for the pilots' union.,パイロット組合の仕事だ
"- Hey, whose side are you on?",誰の味方だ？
Prev,(PHP 4 = 4.1.0)
Piss pot.,屎尿瓶
( Crying ),( Crying )
I know!,びっくりでしょ！
Perhaps she's making the mistake thinking her time is as valuable as mine.,私の時間の価値を 計り違えてる
I'll need to get her things.,クリステンのもの？
I loved my brother.,私は弟を愛していた
"Get out of here,",ちょっと出てくれるか
Dr. Merch?,マーチ博士？
what the hell is that?,ありゃ一体なんだい？
They sensed the presence of another animal.,他の動物の気配を感じるの
"- Come on, they're going to wake up!",- 奴らが目を覚ます
He'll be North of The Wall for a month or two.,彼は壁の北に 1ヶ月か２ヶ月いるはずだ
You're not stupid enough to do a thing like that because you know how upset I would be if I found out it was you.,君はそんな事をするバカじゃないが 私がどの位動揺してるかわかるね 結局、見つかったのは君だった
What?,ああ 何？
"But it seems that far from being put-off, this individual, who calls himself Red Mist, has decided to take crime fighting to a new level, as his actions last night proved.",「レッドミスト」を自称する彼は 犯罪との戦いを新しいレベルまで... 押し上げることに決めました、 彼の昨晩の行動が示したように
"We're not perfect parents, we know that, but we figure if they know how much you love them a lot of the other stuff takes care of itself.",確かに私たちは 完璧な両親とはいえない しかし 私たちはこの子を愛しているし 自分たちで 問題を解決できると 思っているんだ
"That's all lies, Adam.",全部 ウソだ
"Okay, my client has nothing to say to that accusation.",それについて依頼人は 何も話すことはありませんよ
No matter how far we tip the scales our way..,どんなに距離を置こうと...
The fat gentleman has a hernia.,あそこの太った男はヘルニアで
Text me some peeps.,これで　のぞき見する
"- Oh, my God.",- 驚きね
"And on the second, it's a chicken wing on a thigh.",二つ目のは、手羽先がモモ肉の上に乗っております
Tracking solid.,容体は？
"So the only way this goes down is at a Truth church, where you can't scan me.",逆探知は無理だぞ 会う方法はこれだけだ
Sherlock Holmes' pretty companion in a death-defying act.,シャーロック・ホームズの 美しい仲間が死に挑みます
Where have you gone?,どこにいるの？
We will be out of here by shortly.,- まもなく ここは引き払う
Are you all right?,大丈夫か？
"I am the descendant of Ra, the sun god.",私は太陽神の後裔だ
"In this scenario, would there be any way to stop Jones?",だとすると ジョーンズを止めるには？
The ISA?,ISA？
- What are you talking about?,- 何を言ってるの？
She worries.,母さんは心配してる
"Her figure, Douglas. Her shape.",見た目だよ 彼女の
Look here. Let me handle this here.,- 俺が話してみよう
I took you for Mrs. Brown.,私はあなたをブラウン夫人と間違えた。
Must have been pretty awful. You were screaming.,それも 大声で
"After the bar, we went to a gallery opening, and then we ended up back at my place.",最後は　うちに来たの
"Galahad, can you hear me?",《ガラハッド　聞こえるか？ 》
And it you.,そしてアメリカも
Yes. I believe I can.,はい　出来ると信じます
Not at all.,いえいえ...
Saw your door was open.,ドアが開いてたから、来てみたの
"There's a ground ball, right behind second...",［セカンドの後ろ　ゴロだ］
I just keep it because it was my parents'.,下のは壊れてる 親の形見だ
And I had to stop him.,止めなければ...
You have a nightmare?,悪い夢でも見た？
